epoch,acc,loss,val_acc,val_loss
111,0.9986607142857142,0.00477934184501722,1.0,1.1970601008215453e-07
112,0.9997767857142857,0.0007666352518581578,1.0,1.2864671532497597e-07
113,0.9984375,0.009117612827518988,1.0,4.284159103728295e-05
114,0.9986607142857142,0.006589549527241039,1.0,2.3680471580670807e-07
115,0.9986607142857142,0.005325331741171624,1.0,5.484924344045794e-07
116,0.9973214285714286,0.009804694626978768,1.0,1.413128027631198e-07
117,0.9984375,0.0067643633190684225,1.0,1.682591924160685e-07
118,0.9977678571428571,0.010900914065966865,1.0,1.4106445670828785e-07
119,0.9984375,0.006703377882713417,1.0,1.1920930376163597e-07
120,0.9982142857142857,0.009826435443642367,1.0,1.224378934239212e-07
121,0.9966517857142857,0.023145482546052927,1.0,0.0005083617065300435
122,0.9966517857142857,0.024023024477924183,1.0,2.0452001479043246e-07
123,0.9982142857142857,0.009609532924021178,1.0,1.205752463799096e-07
124,0.9975446428571428,0.00940846930535173,1.0,1.2330712782689563e-07
125,0.9993303571428571,0.0032890582297419257,1.0,1.1920930376163597e-07
126,0.9962053571428572,0.018445647122523414,1.0,1.2144447983549374e-07
127,0.9979910714285715,0.008276418526978599,1.0,2.720819394615622e-06
128,0.9930803571428571,0.04767018512272076,1.0,1.2119612809631994e-07
129,0.9964285714285714,0.01714137055847737,1.0,5.74190624528607e-06
130,0.9991071428571429,0.005883555086558496,1.0,1.1920930376163597e-07
131,0.9991071428571429,0.004263710739529866,1.0,1.1970601008215453e-07
132,0.9988839285714286,0.005103633072929423,1.0,1.2082359811908343e-07
133,0.9973214285714286,0.016375198643274302,1.0,1.2281042245376738e-07
134,0.9993303571428571,0.005099858840678654,1.0,1.1945765739559042e-07
135,0.9988839285714286,0.007613897112770372,1.0,1.1945765739559042e-07
136,0.9993303571428571,0.0031973578334385266,1.0,1.2132030349221168e-07
137,0.9988839285714286,0.006537490760819712,1.0,1.2020271545528278e-07
138,1.0,0.0002775632797889013,1.0,1.1920930376163597e-07
